6	6	256635	218615	26
7	7	142575	142575	22
7	7	104555	95050	13
9	9	199605	190100	21
7	7	152080	123565	20
3	1	85545	85545	9
6	6	76040	76040	13
7	6	38020	38020	10
5	5	247130	180595	14
9	9	266140	180595	27
4	4	209110	142575	11
8	8	123565	104555	19
4	4	66535	66535	4
7	7	256635	190100	29
6	6	133070	123565	13
5	5	161585	152080	12
4	4	95050	95050	21
4	4	114060	114060	6
10	10	190100	171090	39
10	10	38020	38020	19
7	7	95050	95050	20
7	4	152080	123565	8
5	5	294655	256635	16
6	6	266140	237625	22
5	5	218615	161585	12
7	6	218615	190100	12
3	3	209110	180595	10
2	1	123565	85545	13
5	2	95050	95050	20
8	2	437230	209110	12
11	11	294655	237625	29
8	8	57030	57030	16
8	8	66535	66535	8
9	9	114060	95050	17
5	1	28515	28515	4
7	7	85545	76040	13
4	4	190100	152080	20
8	6	152080	142575	19
6	6	418220	256635	7
4	3	218615	180595	22
5	5	209110	199605	19
13	13	114060	104555	37
4	4	95050	95050	19
6	6	57030	57030	25
6	6	114060	114060	27
6	1	256635	142575	14
6	2	237625	209110	9
6	3	171090	161585	10
1	1	9505	9505	4
9	6	76040	76040	13
5	5	114060	114060	23
6	6	294655	161585	35
8	8	47525	47525	16
4	4	161585	133070	15
4	4	19010	19010	9
5	4	161585	142575	13
6	5	209110	180595	19
11	11	209110	180595	18
8	8	57030	57030	18
6	6	133070	95050	26
5	2	66535	66535	14
11	11	304160	237625	33
8	8	370695	266140	25
7	3	209110	180595	20
5	1	95050	95050	10
4	3	85545	85545	20
8	8	218615	199605	22
5	5	209110	180595	25
4	3	171090	152080	8
2	1	9505	9505	6
7	7	171090	161585	27
4	4	370695	285150	18
8	8	76040	76040	17
7	7	38020	38020	13
6	5	142575	142575	8
8	8	85545	85545	24
8	3	9505	9505	5
5	5	484755	361190	25
6	6	28515	28515	21
7	7	114060	104555	21
8	8	85545	85545	12
5	1	142575	133070	3
8	8	66535	66535	21
5	5	190100	180595	19
11	11	57030	57030	18
6	6	104555	95050	25
3	3	38020	38020	6
6	6	76040	76040	17
5	5	285150	190100	24
3	3	323170	237625	19
8	8	275645	247130	25
5	5	85545	76040	10
6	6	28515	28515	10
5	5	114060	104555	19
7	7	85545	85545	21
9	8	152080	123565	18
6	6	161585	161585	24
8	8	38020	38020	23
9	9	66535	66535	21
9	9	57030	57030	14
