7	7	133070	123565	16
7	7	95050	95050	24
9	9	142575	133070	31
9	9	228120	161585	28
6	4	332675	294655	12
5	5	209110	180595	50
9	9	133070	133070	32
12	12	66535	66535	38
8	8	95050	85545	17
8	8	66535	66535	23
7	7	171090	152080	45
14	14	104555	104555	30
4	4	133070	104555	17
8	8	57030	57030	20
5	5	19010	19010	20
13	13	256635	209110	41
11	11	152080	133070	28
8	8	66535	66535	21
6	6	370695	275645	37
13	13	180595	171090	54
10	10	95050	95050	23
10	10	47525	47525	30
15	15	171090	152080	37
8	8	161585	142575	39
13	13	199605	190100	60
7	7	28515	28515	13
14	14	95050	95050	60
9	9	323170	209110	39
6	5	104555	104555	25
9	9	247130	218615	36
11	11	95050	95050	33
6	6	180595	171090	21
7	7	180595	171090	28
5	5	95050	85545	12
14	14	47525	47525	32
6	6	218615	218615	24
8	8	95050	95050	15
5	5	123565	123565	20
11	11	190100	171090	51
8	8	85545	85545	16
11	11	209110	190100	54
11	11	237625	209110	39
5	5	114060	104555	22
4	3	266140	237625	9
11	11	104555	95050	39
4	4	247130	142575	14
7	7	161585	161585	41
6	6	104555	95050	16
6	6	104555	104555	23
5	5	142575	133070	23
11	11	190100	152080	31
5	5	66535	66535	28
8	8	85545	85545	27
10	10	66535	66535	31
8	8	180595	171090	34
12	12	133070	104555	40
9	9	237625	190100	33
4	4	237625	180595	36
10	10	199605	199605	48
14	14	95050	95050	34
6	6	133070	123565	17
6	6	133070	114060	19
9	9	85545	85545	33
14	14	114060	114060	30
9	9	161585	104555	26
13	13	152080	152080	42
6	6	266140	199605	19
8	8	114060	114060	45
7	7	76040	76040	18
6	6	190100	180595	36
9	9	199605	161585	33
12	12	228120	218615	38
6	6	47525	47525	18
10	1	190100	190100	22
11	11	38020	38020	40
6	6	66535	66535	16
13	13	114060	114060	39
8	8	247130	218615	28
12	12	95050	76040	32
2	2	237625	209110	16
5	1	190100	133070	27
7	7	47525	47525	11
6	6	180595	171090	47
9	9	237625	171090	37
5	5	114060	114060	23
4	4	38020	38020	5
6	6	152080	142575	28
16	16	218615	161585	46
9	9	66535	66535	28
9	9	218615	199605	22
5	5	104555	95050	22
12	12	47525	47525	35
9	9	199605	152080	29
8	8	66535	66535	26
11	11	161585	161585	23
11	11	104555	76040	28
9	9	256635	190100	47
8	8	104555	95050	24
18	18	171090	161585	59
10	10	190100	171090	38
