12	12	95050	66535	41
11	11	95050	66535	34
7	7	142575	85545	18
7	7	256635	114060	29
11	11	161585	76040	33
14	14	171090	104555	60
9	9	85545	66535	26
20	20	209110	133070	56
7	7	76040	47525	31
13	13	66535	47525	56
9	9	190100	123565	35
13	13	142575	85545	56
16	16	171090	95050	54
9	9	114060	57030	28
14	14	152080	66535	49
14	14	85545	57030	55
15	15	57030	28515	56
19	19	180595	95050	58
14	14	76040	38020	33
8	8	152080	114060	38
10	10	114060	76040	52
17	17	76040	66535	54
10	10	218615	142575	54
13	13	304160	142575	72
12	12	104555	66535	62
13	13	190100	123565	60
15	15	142575	85545	55
11	11	209110	123565	77
16	16	104555	66535	58
12	12	133070	95050	71
12	12	133070	66535	44
12	12	256635	142575	74
12	12	123565	76040	47
5	5	104555	76040	12
9	9	209110	133070	50
18	18	161585	95050	60
11	11	142575	95050	30
8	8	85545	47525	40
16	16	275645	123565	49
4	4	142575	66535	30
14	14	123565	47525	45
17	17	180595	85545	61
8	8	133070	76040	44
15	15	190100	76040	49
9	9	161585	95050	31
13	13	95050	66535	42
14	14	190100	114060	68
8	8	199605	142575	50
21	21	133070	57030	86
15	15	66535	38020	55
15	15	152080	85545	49
19	19	85545	38020	64
9	9	57030	38020	25
18	18	171090	95050	56
12	12	209110	123565	42
8	8	66535	47525	33
11	11	123565	76040	43
10	10	76040	47525	48
13	13	104555	95050	56
11	11	171090	123565	49
10	10	285150	142575	43
8	8	38020	28515	24
17	17	95050	57030	68
17	17	133070	66535	60
13	13	199605	142575	43
6	6	171090	95050	32
7	7	209110	133070	40
12	12	104555	66535	57
13	13	190100	114060	80
10	10	171090	85545	29
13	13	104555	76040	43
18	18	85545	66535	68
16	16	209110	123565	60
18	18	123565	57030	60
16	16	57030	28515	47
8	8	76040	38020	32
15	15	66535	38020	52
13	13	104555	57030	55
12	12	104555	57030	60
10	10	95050	47525	49
15	15	123565	66535	36
16	16	180595	104555	62
8	8	161585	114060	39
15	15	76040	47525	44
8	8	123565	66535	42
12	12	199605	114060	54
17	17	95050	66535	67
13	13	104555	66535	36
18	18	180595	76040	55
18	18	199605	123565	58
10	10	237625	133070	64
12	12	161585	104555	52
12	12	133070	66535	44
14	14	133070	76040	43
16	16	171090	95050	54
11	11	123565	76040	39
16	16	171090	95050	40
11	11	142575	85545	44
12	12	152080	104555	53
13	13	76040	47525	38
