6	12
3	18
6	61
4	8
8	25
4	20
8	24
3	29
6	31
2	3
7	115
7	11
13	37
11	324
11	48
15	25
11	35
8	18
9	13
7	17
9	21
10	49
8	15
9	38
8	18
8	28
7	22
6	10
14	27
6	17
5	24
8	39
10	21
9	28
9	14
10	5
13	43
7	2
8	61
6	28
6	11
8	3
11	23
5	22
11	34
7	107
5	27
6	19
8	31
8	11
16	31
8	48
17	35
9	25
1	2
10	39
11	10
6	10
4	13
9	9
5	22
5	11
10	33
9	38
5	6
7	46
8	75
8	24
8	8
12	25
11	29
1	78
5	20
6	7
4	13
12	239
8	22
2	27
9	27
9	18
12	18
1	20
12	70
6	67
6	20
6	25
6	10
9	60
9	22
10	20
12	26
3	57
6	2
6	2
8	23
13	39
7	41
10	54
11	187
9	2
