10	9	7854582260	1194528999	10	116
10	10	10375469784	1199835057	10	186
10	10	9745460905	971156325	10	454
10	10	5945429072	907828331	10	288
10	10	9118900118	809589959	10	368
10	10	9671446802	764991597	10	371
10	10	8621349213	910653589	10	267
10	7	5899532118	809014657	9	110
10	10	6077887272	1190182669	10	411
10	9	5142205255	807530784	9	126
10	9	16051317175	855882979	10	362
10	10	10146102673	1405199334	10	292
10	10	7187784701	633736064	10	60
10	7	8641782951	1190485600	8	31
10	7	8229301825	1414636319	9	61
10	8	9488771209	1032436995	8	442
10	8	7358394357	881875163	10	139
10	10	4627773457	700058990	10	163
10	7	5140256997	978232368	7	198
10	9	7789053577	1561247986	10	57
10	10	9163556652	1018022620	10	114
10	8	8577811691	1350972972	9	207
10	9	8269408946	1018546866	10	151
10	6	7535923932	1828589314	10	59
10	9	9965472694	1293694398	9	266
10	8	7934595566	903953352	8	302
10	10	7452585107	1097162065	10	507
10	10	10822267615	978541058	10	398
10	7	4874276185	806492993	7	35
10	9	12511558301	924126166	10	426
10	4	3366794364	583890470	10	183
10	7	6797189706	1246973220	10	49
10	6	7358058781	824291836	9	113
10	10	9612842010	978635872	10	509
10	10	7572330501	1824256706	10	186
10	10	9125041465	812232192	10	325
10	10	11770831250	764229913	10	155
10	7	11455017747	593820606	10	218
10	7	7708906604	487186110	9	292
10	10	10238850436	1136523920	10	342
10	10	9958236318	1242539132	10	390
10	9	12484577770	1085612646	10	449
10	2	1981884504	431935913	2	36
10	10	12118461896	976907249	10	251
10	8	4627012946	756501407	8	242
10	1	156178623	162907090	1	8
10	8	8563582220	913537692	8	133
10	5	5934090659	973889957	7	261
10	8	10525299379	819919420	8	553
10	7	3827624807	702418396	10	324
10	10	8162957973	1309538201	10	89
10	9	7661079569	923245292	9	415
10	8	6621842092	597016903	9	57
10	9	5973770806	587012974	10	61
10	5	3292288387	756021354	10	72
10	9	5261200401	914674210	9	303
10	5	8533223438	780015360	9	446
10	9	7744348640	922283178	9	90
10	7	6293389894	863366923	7	173
10	10	8300601040	1345843590	10	233
10	10	7099005984	605026673	10	408
10	8	7371010963	979721925	8	447
10	6	4198579180	1284029130	10	34
10	8	5575757718	490831930	8	215
10	4	2786518254	431858051	9	116
10	10	5265718638	800465846	10	452
10	4	4669468615	922059337	4	41
10	6	8112705325	706821453	6	328
10	9	4685112542	498893429	9	393
10	10	7260741228	1125587468	10	568
10	10	6695075711	916395747	10	148
10	5	6665751584	1018383087	6	75
10	2	1163569461	159860229	2	16
10	8	5791972532	532286238	8	508
10	10	5942398534	1244441936	10	182
10	9	4543554575	1086828819	9	158
10	10	6518162032	484559752	10	173
10	2	2438376811	587564044	2	13
10	8	5875438413	315513347	9	215
10	9	12484576882	960232594	10	270
10	10	6129882110	1084512626	10	381
10	8	5776310097	1568791008	10	54
10	8	6492004512	912969318	8	112
10	10	8820513547	1355277915	10	300
10	5	6695679549	380432170	9	72
10	1	634709543	162581697	1	6
10	3	980930464	425360885	3	39
10	6	5290469307	541588779	7	347
10	8	9933568731	973300348	9	242
10	8	7848246103	865819200	9	558
10	6	7706899454	1461663640	6	265
10	5	3685492538	489174597	5	41
10	4	3264714815	327559241	9	35
10	9	6335707990	868990610	9	646
10	10	7170593683	712073059	10	169
10	10	10165260841	1071033690	10	265
10	10	7317534255	870263753	10	367
10	6	6193218852	435219342	7	138
10	10	6996286994	1139830068	10	202
10	6	7246123085	1129564849	10	236
