15	4340770324	15	368931238	15	742
26	9491545528	26	927861126	26	783
31	12561465357	31	564105310	31	811
21	9718824385	21	672419776	21	755
19	8105350892	19	365499940	19	765
16	12699962050	16	1241667145	16	366
18	7074535489	18	671822947	18	775
18	7255337729	18	560671798	18	715
25	9148323866	25	1357843018	25	1242
19	7701628174	19	623946206	19	1067
17	8779191932	17	867731854	17	998
16	9642274480	16	1612433345	16	422
20	7303229692	20	1055888389	20	454
20	11948441346	20	996877561	20	343
18	9274585839	18	621894264	18	622
21	10323908778	21	1372968807	21	679
22	5924854519	22	802818981	22	717
29	15260406497	29	549445095	29	1156
14	5795695762	14	930691276	14	692
16	6335422086	16	995949574	16	633
13	0	0	1176204093	13	11
18	6754434659	18	866456221	18	1066
16	7511330503	16	1172133868	16	567
17	9070209996	17	1119228457	17	739
18	6704276811	18	749461121	18	690
20	9391179904	20	668572367	20	451
23	10039378847	23	1045560968	23	799
14	5169297599	14	612286438	14	570
29	11319408624	29	1113256382	29	808
16	13425785057	16	785734785	16	1042
17	3811815786	17	436101511	17	850
22	16461400851	22	497622216	22	743
22	0	0	1132698537	22	2
18	6361537125	18	810746260	18	565
17	8670451578	17	683613308	17	922
29	5824803028	29	495277694	29	1177
17	7530057212	17	748896946	17	575
23	17899423605	23	974070981	23	1082
16	16658584407	16	495252786	16	1062
16	4850226991	16	620669053	16	998
14	8198986221	14	980312927	14	968
23	6406790797	23	361886795	23	988
22	5731026242	22	307021048	22	750
17	12387243552	17	810611815	17	788
16	4478661493	16	433068698	16	729
26	15864245887	26	795487932	26	1193
28	11119693587	28	811304453	28	1257
16	4782268107	16	623114219	16	780
20	21089213578	20	503553244	20	757
14	14294008249	14	917536518	14	1016
16	5324232482	16	877802200	16	1092
23	6231577950	23	1124463281	23	961
17	3746947779	17	242898298	17	808
22	5710366824	22	931511704	22	974
19	6144886883	19	484689498	19	1081
16	8779494646	16	798255092	16	959
16	2775840898	16	316505790	16	756
13	7079236418	13	616326248	13	801
23	3275816210	23	437140828	23	580
15	10532604201	15	1126079449	15	965
16	12230150947	16	805739521	16	735
19	7123425572	19	430945978	19	632
24	9202131216	24	928052700	24	805
17	7419985783	17	1171423586	17	690
30	10886282517	30	868525981	30	1373
22	12055738485	22	553157350	22	780
22	9600796380	22	625342765	22	879
11	3309061862	11	369203214	11	897
15	3753308981	15	369712026	15	491
21	9456494195	21	800999976	21	746
14	7068140670	14	741691286	14	408
14	7333806637	14	682800880	14	596
25	5989917761	25	180699961	25	933
24	11860538062	24	867351344	24	941
17	6609014454	17	554878383	17	1161
18	9899272419	18	434566095	18	364
16	8888844578	16	737098439	16	762
16	6193424315	16	490472720	16	864
27	11119371717	27	1114141891	27	1096
27	9881818793	27	678884264	27	913
27	10198387748	27	997000756	27	1024
22	12141438576	22	251187636	22	639
22	9632766145	22	1442959827	22	216
19	7279729596	19	248832205	19	641
12	7915822436	12	735596180	12	541
17	9487714847	17	815369557	17	1245
21	10294210957	21	1317364980	21	1007
21	10831862421	21	498418193	21	814
22	7441753010	22	246254954	22	615
18	9320355383	18	880537579	18	1208
14	14791021188	14	612943692	14	456
20	8284726576	20	1108060901	20	359
12	3906783485	12	688389531	12	818
20	6388759168	20	609371184	20	1030
21	17385989288	21	873326931	21	1060
23	9239105802	23	816179702	23	861
24	17989653537	24	1053422482	24	1167
14	6632294469	14	374938304	14	930
18	5668146946	18	746560385	18	503
17	6989344686	17	996419922	17	1163
