7	83
6	2
6	82
8	58
9	87
7	11
5	2
5	2
8	17
9	106
9	29
10	59
11	55
4	30
11	107
10	32
9	2
10	80
8	2
13	2
6	2
3	74
7	4
10	75
9	17
9	6
12	144
10	6
6	3
10	25
11	4
8	2
5	3
5	9
8	2
6	6
1	8
10	44
2	6
17	177
8	102
10	2
4	53
12	2
4	65
12	184
6	28
6	2
6	7
6	51
4	60
8	3
12	56
11	2
6	35
11	9
5	53
8	7
11	8
4	4
3	49
7	2
5	48
5	11
4	2
1	2
6	41
2	17
5	5
8	150
11	20
4	38
8	4
10	89
7	110
10	24
1	2
10	83
19	2
14	137
2	6
4	15
4	4
9	6
10	97
8	36
7	82
12	280
8	64
3	31
9	22
6	6
10	50
6	60
10	20
8	10
7	109
6	159
8	45
8	41
