4	2	9505	9505	2
2	2	28515	28515	1
3	1	9505	9505	1
3	3	28515	28515	1
4	4	28515	28515	3
4	4	28515	28515	2
1	1	9505	9505	1
2	1	9505	9505	3
2	1	9505	9505	1
3	2	38020	38020	4
1	1	19010	19010	3
3	3	28515	19010	2
2	1	9505	9505	1
3	3	28515	28515	3
1	1	9505	9505	2
2	1	28515	28515	3
1	1	9505	9505	2
1	1	9505	9505	2
2	1	9505	9505	2
3	1	19010	9505	1
2	1	9505	9505	1
1	1	9505	9505	3
3	3	28515	28515	2
2	2	19010	19010	1
1	1	9505	9505	2
1	1	9505	9505	1
2	1	9505	9505	1
2	1	9505	9505	1
2	1	9505	9505	3
2	2	19010	19010	5
1	1	9505	9505	3
2	1	28515	28515	1
1	1	9505	9505	2
2	1	19010	19010	1
2	1	9505	9505	3
1	1	9505	9505	1
1	1	9505	9505	1
2	2	19010	19010	1
2	1	19010	19010	3
1	1	9505	9505	1
4	4	28515	19010	4
3	2	28515	28515	3
1	1	9505	9505	1
3	1	9505	9505	1
4	4	28515	28515	2
3	3	57030	47525	3
1	1	9505	9505	2
2	2	38020	28515	1
2	1	9505	9505	2
2	2	19010	19010	2
1	1	38020	28515	3
4	4	28515	19010	3
3	3	38020	38020	1
2	1	19010	19010	3
2	1	9505	9505	1
3	1	9505	9505	2
2	2	19010	19010	2
3	3	28515	28515	4
1	1	9505	9505	1
1	1	9505	9505	1
3	2	9505	9505	2
1	1	9505	9505	1
4	4	38020	38020	3
1	1	9505	9505	1
1	1	9505	9505	3
2	2	19010	19010	2
4	2	19010	9505	1
2	1	9505	9505	1
4	4	66535	66535	3
3	1	9505	9505	3
1	1	19010	9505	1
2	2	19010	19010	3
3	1	9505	9505	1
3	3	38020	28515	2
1	1	9505	9505	1
2	2	19010	19010	1
2	2	9505	9505	2
2	1	47525	38020	3
3	3	28515	9505	1
2	1	9505	9505	1
3	1	9505	9505	3
3	3	28515	28515	1
4	2	38020	38020	2
2	2	9505	9505	2
1	1	9505	9505	1
1	1	19010	19010	3
3	2	19010	19010	1
3	3	19010	19010	3
1	1	19010	19010	3
2	1	19010	9505	3
2	2	28515	28515	3
1	1	9505	9505	2
2	1	19010	19010	3
4	4	19010	9505	3
3	2	28515	28515	1
5	5	19010	19010	4
1	1	47525	28515	4
1	1	9505	9505	2
4	4	57030	47525	4
1	1	9505	9505	1
