12	12	180595	180595	48
14	14	133070	104555	30
13	13	171090	152080	55
11	11	57030	57030	30
15	15	47525	47525	38
12	12	190100	171090	68
9	9	142575	142575	24
11	11	218615	161585	45
7	7	38020	38020	25
19	19	171090	152080	88
10	10	66535	66535	34
10	10	171090	123565	39
10	10	180595	133070	15
13	13	142575	142575	50
10	10	161585	133070	48
11	11	114060	114060	73
12	12	38020	38020	35
12	12	161585	142575	54
12	12	133070	133070	56
12	12	95050	95050	34
16	16	190100	180595	91
5	5	180595	142575	24
8	8	209110	161585	40
17	17	171090	133070	76
13	13	95050	95050	30
14	14	76040	76040	37
6	6	123565	114060	29
8	8	38020	38020	17
11	10	256635	218615	43
5	5	104555	104555	27
13	13	76040	76040	68
11	11	228120	180595	54
18	18	142575	142575	88
12	12	142575	123565	43
9	9	85545	85545	44
7	7	85545	85545	24
20	20	152080	133070	62
13	13	133070	133070	45
9	9	133070	95050	34
5	5	152080	152080	37
13	13	228120	180595	68
11	11	38020	38020	26
13	13	180595	171090	74
6	6	57030	57030	11
11	11	237625	199605	54
13	13	161585	142575	62
10	10	114060	104555	57
6	6	142575	114060	37
13	13	104555	104555	57
8	8	190100	171090	55
21	21	66535	66535	68
11	11	209110	171090	52
10	10	218615	171090	32
9	9	190100	171090	52
9	9	152080	123565	39
10	10	76040	76040	25
15	15	142575	142575	29
11	11	66535	57030	66
13	13	171090	133070	57
9	9	57030	57030	28
14	14	95050	85545	42
7	7	190100	161585	46
10	10	180595	161585	64
6	6	47525	47525	19
14	14	123565	104555	24
14	14	180595	180595	64
11	11	104555	104555	46
11	11	190100	171090	57
11	11	190100	161585	37
9	9	38020	38020	35
11	11	95050	95050	39
8	8	142575	142575	47
10	10	199605	152080	50
10	10	114060	95050	47
12	12	114060	114060	50
11	11	171090	123565	44
9	9	85545	85545	42
10	10	190100	152080	43
11	11	123565	123565	65
14	14	76040	76040	43
14	14	114060	114060	34
10	10	133070	133070	41
7	7	133070	114060	16
17	17	95050	95050	54
11	11	228120	190100	75
12	12	142575	142575	35
8	8	66535	66535	29
10	10	190100	180595	59
12	12	76040	66535	53
8	8	152080	142575	60
12	12	180595	123565	38
12	12	47525	47525	22
11	11	190100	152080	57
18	18	199605	123565	56
10	10	161585	133070	44
14	14	19010	19010	55
9	9	152080	152080	51
13	13	199605	152080	51
8	8	85545	76040	58
11	11	95050	95050	41
