10	25
9	23
10	73
8	49
8	76
7	15
10	44
13	29
4	51
8	49
9	2
10	19
2	9
9	16
5	5
7	9
9	16
7	23
9	30
10	25
9	21
3	2
7	9
6	35
3	23
2	18
5	6
7	12
9	22
6	8
4	9
6	22
3	20
6	19
7	70
10	24
11	53
7	110
4	10
4	9
6	10
5	18
8	14
9	19
12	19
13	27
4	26
7	6
7	113
3	23
10	18
7	4
11	85
8	26
9	39
8	26
9	21
10	3
6	28
6	17
4	2
11	11
10	12
10	58
5	46
11	33
8	18
6	19
10	27
11	67
12	6
11	10
2	4
2	11
10	14
9	49
1	9
2	12
7	35
7	21
12	9
8	8
4	14
14	77
6	16
15	25
7	7
10	24
9	19
2	47
2	24
9	40
8	3
7	25
4	12
4	14
11	16
10	31
9	11
7	6
