28	28	95050	95050	91
26	26	152080	152080	88
19	19	247130	228120	101
18	18	161585	161585	67
15	15	152080	152080	73
16	16	171090	152080	78
14	14	133070	133070	48
13	13	38020	38020	46
18	18	76040	76040	60
27	27	142575	133070	92
21	21	152080	142575	76
17	17	57030	57030	49
23	23	85545	85545	70
22	22	85545	85545	68
18	18	171090	142575	66
15	15	133070	114060	63
13	13	190100	171090	79
20	20	256635	209110	104
15	15	38020	38020	53
19	19	114060	114060	71
16	16	66535	66535	67
24	24	85545	85545	46
15	15	114060	114060	72
20	20	85545	85545	59
23	23	133070	133070	65
21	21	237625	209110	108
10	10	95050	85545	45
19	19	152080	142575	73
11	11	123565	114060	60
18	18	95050	95050	67
22	22	152080	142575	73
16	16	66535	66535	70
20	20	123565	123565	61
22	22	152080	142575	97
18	18	95050	85545	64
18	18	190100	180595	93
17	17	76040	76040	53
24	24	209110	161585	79
20	20	152080	152080	57
17	17	76040	76040	52
25	25	95050	85545	93
14	14	85545	85545	41
20	20	123565	123565	81
20	20	209110	190100	87
12	12	180595	152080	57
15	15	104555	95050	70
21	21	57030	57030	60
25	25	190100	171090	72
17	17	114060	114060	91
12	12	133070	123565	63
23	23	66535	66535	78
20	20	133070	104555	57
22	22	152080	152080	87
16	16	247130	228120	103
18	18	161585	152080	82
25	25	161585	142575	85
18	18	180595	161585	72
15	15	133070	133070	61
16	16	133070	114060	70
20	20	114060	114060	62
15	15	133070	123565	71
23	23	218615	190100	99
20	20	133070	133070	89
18	18	47525	47525	64
22	22	104555	95050	54
18	18	123565	114060	67
17	17	152080	152080	78
18	18	104555	104555	70
23	23	85545	85545	78
24	24	85545	85545	80
12	12	95050	85545	48
22	22	237625	237625	94
23	23	247130	237625	106
22	22	171090	142575	70
15	15	47525	47525	44
19	19	123565	104555	72
23	23	133070	114060	89
20	20	104555	95050	72
13	13	142575	123565	58
21	21	142575	142575	90
16	16	161585	142575	71
19	19	161585	133070	61
18	18	133070	133070	81
18	18	114060	95050	53
23	23	133070	133070	59
15	15	104555	104555	78
19	19	142575	142575	59
17	17	161585	161585	64
26	26	275645	218615	115
16	16	66535	66535	57
14	14	95050	76040	63
21	21	142575	133070	99
22	22	171090	142575	78
21	21	152080	152080	78
21	21	123565	114060	75
18	18	209110	190100	93
18	18	133070	123565	79
21	21	190100	152080	94
14	14	161585	152080	66
16	16	95050	95050	54
