25	25	114060	114060	82
23	23	256635	209110	96
29	29	114060	114060	94
26	26	199605	180595	128
21	21	180595	171090	94
26	26	190100	171090	101
20	20	199605	161585	91
28	28	114060	114060	98
25	25	133070	133070	105
35	35	104555	104555	99
23	23	47525	47525	78
24	24	104555	104555	68
27	27	161585	133070	94
22	22	133070	123565	93
27	27	161585	142575	95
20	20	95050	85545	82
26	26	142575	123565	70
28	28	57030	57030	65
21	21	123565	95050	76
20	20	95050	95050	84
30	30	171090	142575	90
17	17	180595	152080	77
25	25	199605	190100	88
29	29	85545	85545	77
15	15	85545	85545	58
18	18	228120	209110	86
28	28	123565	114060	87
12	12	85545	76040	70
23	23	133070	123565	61
17	17	152080	142575	53
28	28	104555	104555	95
31	31	266140	237625	116
26	26	57030	57030	89
21	21	171090	142575	86
21	21	123565	123565	76
18	18	123565	123565	77
31	31	256635	209110	120
22	22	180595	161585	72
19	19	171090	171090	78
22	22	57030	57030	80
29	29	95050	95050	77
16	16	171090	142575	70
28	28	218615	199605	120
25	25	247130	228120	113
29	29	114060	114060	90
23	23	104555	95050	64
19	19	180595	171090	68
23	23	152080	133070	68
26	26	237625	190100	74
15	15	85545	85545	48
25	25	142575	142575	98
16	16	114060	95050	56
28	28	171090	161585	115
17	17	133070	123565	70
21	21	161585	142575	77
16	16	133070	123565	44
26	26	114060	104555	82
20	20	237625	209110	101
32	32	114060	114060	122
21	21	57030	57030	77
21	21	66535	66535	65
28	28	247130	218615	126
18	18	152080	142575	83
31	31	76040	76040	80
29	29	171090	171090	96
24	24	85545	85545	71
25	25	323170	256635	110
26	26	171090	152080	91
22	22	133070	114060	87
22	22	228120	218615	115
17	17	190100	161585	65
27	27	123565	123565	92
26	26	256635	228120	111
29	29	76040	76040	75
16	16	209110	180595	83
26	26	114060	114060	98
25	25	275645	218615	90
24	24	142575	142575	85
23	23	199605	161585	86
26	26	152080	133070	108
24	24	171090	152080	66
23	23	114060	114060	97
16	16	218615	199605	75
31	31	190100	180595	115
23	23	114060	104555	71
18	18	199605	171090	77
16	16	38020	38020	52
23	23	266140	218615	114
22	22	161585	152080	88
24	24	161585	142575	79
19	19	123565	114060	58
23	23	161585	142575	111
19	19	142575	123565	80
25	25	180595	142575	101
28	28	228120	180595	120
23	23	142575	133070	103
24	24	199605	180595	101
23	23	123565	123565	86
22	22	114060	104555	62
15	15	66535	66535	58
