4	1267083206	4	364907693	4	11
4	0	0	1301991752	4	2
2	805655912	1	682354633	1	18
2	2721589653	2	501678312	2	5
3	1870802947	3	932324274	3	60
7	2122241145	7	993455269	7	58
3	697979336	2	374006596	2	3
5	1577666010	5	801417425	5	9
5	0	0	1473641620	5	15
5	0	0	2283260626	5	5
9	0	0	497328724	9	6
5	1427337915	3	731544170	3	13
6	950894257	6	428778326	6	27
3	186182188	1	123366094	1	43
6	742140190	4	495544063	4	11
5	2207623620	5	613256641	5	10
11	2989403831	11	553598372	11	264
3	0	0	739745470	1	2
6	682423194	6	177788780	6	13
5	557578196	2	186495676	2	10
3	3559331847	3	372346137	3	23
5	0	0	1245063050	5	2
3	705658384	3	498982076	3	4
2	4069707079	1	1556395065	1	15
4	3611455101	2	1097924986	2	3
6	1063862401	4	438121297	4	8
6	239982757	3	126228457	3	10
6	487919557	6	307275623	6	6
3	965265178	2	59402994	2	114
4	674111141	3	184362007	3	45
4	716417667	1	243578599	1	6
5	2066580400	5	673343149	5	17
8	0	0	939645616	2	11
6	2413982092	6	430331212	6	121
6	309095797	2	310004883	2	3
6	1800607115	3	984167004	6	23
4	2115176702	2	741029677	2	83
6	1255084599	3	747052468	6	9
4	1813830405	2	674086285	4	13
7	1065321132	1	619931414	1	7
9	3194167248	9	246998216	9	105
6	3050384284	6	1358010433	6	58
7	501630138	4	311184731	4	3
8	427507128	1	245918567	1	5
4	1239617194	1	610615166	1	34
4	361332805	3	186338977	3	6
6	1617298945	6	685337562	6	281
4	613082441	4	254616277	4	10
6	64834708	1	62899522	1	6
8	1171218463	8	307678544	8	39
1	851993512	1	440536772	1	42
7	1058930181	4	550142321	4	34
6	1108329717	1	1000406844	5	13
3	619270553	3	493879390	3	5
6	1768424307	6	311113404	6	165
4	1733567697	2	488391495	2	45
6	1794448241	6	1051807361	6	6
7	0	0	440549321	7	2
6	0	0	1676172897	6	141
3	862367978	3	491858233	3	63
6	2876698545	5	922425292	5	86
7	435056274	1	377860671	1	2
4	1050347987	3	608884085	3	30
5	452220294	5	182953299	5	15
6	1615244060	6	921563121	6	18
4	427315506	3	189158729	3	8
4	2514647099	2	996467088	4	19
6	3019386810	5	613538299	5	29
8	428426169	2	374612655	7	14
4	945754382	2	625256473	2	8
5	0	0	937103071	5	2
5	947034152	5	618127720	5	20
7	849325187	4	688068534	7	9
7	745027176	7	248307518	7	190
7	585849937	4	246856628	7	6
6	187586386	1	316262667	5	3
5	1539017818	4	616240622	4	59
10	1544752836	10	371122349	10	99
8	1148413157	7	502088061	8	10
5	902087158	4	371861107	4	18
5	0	0	617206383	5	14
9	1777555516	9	436393499	9	259
3	4135261551	3	499415289	3	90
4	920272778	2	426931581	2	18
9	2961824401	6	684456474	9	30
2	0	0	552390866	2	2
6	0	0	316917286	1	2
5	0	0	753878837	5	5
